idx,bytes,mod_file,start,type
15656,7,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3213,record
15657,4,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3240,record
15658,6,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3256,record
15659,29,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3268,record
15660,114,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3304,record
15661,43,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3424,record
15662,90,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3475,record
15663,28,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",3575,record
15664,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",4558,record
15665,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",4566,record
15666,36,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",7552,record
15667,55,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",7956,record
15668,42,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",8033,record
15669,44,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",8424,record
15670,5,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",8519,record
15671,28,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",8530,record
15672,79,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",8642,record
15673,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",8736,record
15674,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9087,record
15675,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9226,record
15676,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9438,record
15677,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9543,record
15678,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9626,record
15679,6,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9769,record
15680,185,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",9886,record
15681,111,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",10205,record
15682,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",10378,record
15683,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",10502,record
15684,6,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",10603,record
15685,50,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",10718,record
15686,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",10914,record
15687,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11029,record
15688,6,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11150,record
15689,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11239,record
15690,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11282,record
15691,164,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11333,record
15692,142,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11657,record
15693,1,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11861,record
15694,4,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",11984,record
15695,4,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",29402,record
15696,448,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",32784,record
15697,16,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",33232,RLE
15698,224,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",33248,record
15699,16,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",33472,RLE
15700,26,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",33488,record
15701,745,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",33520,record
15702,25,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",34272,record
15703,504,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",34304,record
15704,1999,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",34817,record
15705,39,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",36832,record
15706,578,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",36877,record
15707,366,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",37522,record
15708,16,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",37888,RLE
15709,8,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",37904,RLE
15710,16,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",37920,record
15711,15,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",37984,record
15712,15,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38016,record
15713,201,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38080,record
15714,9,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38288,record
15715,5,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38307,record
15716,9,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38319,record
15717,65,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38335,record
15718,42,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38417,record
15719,57,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38465,record
15720,270,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38528,record
15721,16,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38816,record
15722,344,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",38848,record
15723,64,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",39200,record
15724,63,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",39330,record
15725,73,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",39399,record
15726,182,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",39496,record
15727,523,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",39684,record
15728,16,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",40528,record
15729,80,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",40576,record
15730,9,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",40748,record
15731,8,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",40772,record
15732,171,"SMB1 - Super Stick Bros v2.1 (SMB1 Hack).ips
",40792,record
15733,41,"waluigi's adventure.ips
",848,record
15734,20,"waluigi's adventure.ips
",1503,record
15735,5,"waluigi's adventure.ips
",1893,record
15736,1,"waluigi's adventure.ips
",1904,record
15737,1,"waluigi's adventure.ips
",1945,record
15738,60,"waluigi's adventure.ips
",1963,record
15739,5,"waluigi's adventure.ips
",2045,record
15740,2,"waluigi's adventure.ips
",3260,record
15741,5,"waluigi's adventure.ips
",3276,record
15742,5,"waluigi's adventure.ips
",3312,record
15743,2,"waluigi's adventure.ips
",3332,record
15744,47,"waluigi's adventure.ips
",3348,record
15745,3,"waluigi's adventure.ips
",3408,record
15746,11,"waluigi's adventure.ips
",3436,record
15747,147,"waluigi's adventure.ips
",3456,record
15748,1,"waluigi's adventure.ips
",4218,record
15749,14,"waluigi's adventure.ips
",4557,RLE
15750,1,"waluigi's adventure.ips
",5254,record
15751,5,"waluigi's adventure.ips
",6405,RLE
15752,172,"waluigi's adventure.ips
",7552,record
15753,34,"waluigi's adventure.ips
",7732,record
15754,337,"waluigi's adventure.ips
",7774,record
15755,71,"waluigi's adventure.ips
",8121,record
15756,174,"waluigi's adventure.ips
",8203,record
15757,76,"waluigi's adventure.ips
",8387,record
15758,45,"waluigi's adventure.ips
",8469,record
15759,130,"waluigi's adventure.ips
",8588,record
15760,1,"waluigi's adventure.ips
",8737,record
15761,102,"waluigi's adventure.ips
",8744,record
15762,109,"waluigi's adventure.ips
",8864,record
15763,1,"waluigi's adventure.ips
",8979,record
15764,88,"waluigi's adventure.ips
",8986,record
15765,119,"waluigi's adventure.ips
",9089,record
15766,97,"waluigi's adventure.ips
",9227,record
15767,199,"waluigi's adventure.ips
",9339,record
15768,222,"waluigi's adventure.ips
",9544,record
15769,208,"waluigi's adventure.ips
",9774,record
15770,74,"waluigi's adventure.ips
",9993,record
15771,122,"waluigi's adventure.ips
",10076,record
15772,97,"waluigi's adventure.ips
",10206,record
15773,60,"waluigi's adventure.ips
",10315,record
15774,193,"waluigi's adventure.ips
",10405,record
15775,104,"waluigi's adventure.ips
",10609,record
15776,468,"waluigi's adventure.ips
",10768,record
15777,46,"waluigi's adventure.ips
",11282,record
15778,143,"waluigi's adventure.ips
",11334,record
15779,5,"waluigi's adventure.ips
",11484,record
15780,142,"waluigi's adventure.ips
",11497,record
15781,1,"waluigi's adventure.ips
",11650,record
15782,110,"waluigi's adventure.ips
",11863,record
15783,21,"waluigi's adventure.ips
",11985,record
15784,1,"waluigi's adventure.ips
",14802,record
15785,2,"waluigi's adventure.ips
",14913,record
15786,1,"waluigi's adventure.ips
",20779,record
15787,1,"waluigi's adventure.ips
",21044,record
15788,18,"waluigi's adventure.ips
",31212,record
15789,19,"waluigi's adventure.ips
",31252,record
15790,1,"waluigi's adventure.ips
",31277,record
15791,9,"waluigi's adventure.ips
",31288,record
15792,12,"waluigi's adventure.ips
",31306,record
15793,23,"waluigi's adventure.ips
",31329,record
15794,1,"waluigi's adventure.ips
",31373,record
15795,1,"waluigi's adventure.ips
",31382,record
15796,1,"waluigi's adventure.ips
",31394,record
15797,1,"waluigi's adventure.ips
",31420,record
15798,4,"waluigi's adventure.ips
",31451,record
15799,2,"waluigi's adventure.ips
",31464,record
15800,1,"waluigi's adventure.ips
",31476,record
15801,8,"waluigi's adventure.ips
",31498,record
15802,1,"waluigi's adventure.ips
",31542,record
15803,11,"waluigi's adventure.ips
",31550,record
15804,10,"waluigi's adventure.ips
",31581,record
15805,6,"waluigi's adventure.ips
",31598,record
15806,1,"waluigi's adventure.ips
",31627,record
15807,2,"waluigi's adventure.ips
",31645,record
15808,1,"waluigi's adventure.ips
",31656,record
15809,5,"waluigi's adventure.ips
",31672,record
15810,9,"waluigi's adventure.ips
",31684,record
15811,31,"waluigi's adventure.ips
",31700,record
15812,13,"waluigi's adventure.ips
",31802,record
15813,6,"waluigi's adventure.ips
",31823,record
15814,5,"waluigi's adventure.ips
",31837,record
15815,1,"waluigi's adventure.ips
",31849,record
15816,8,"waluigi's adventure.ips
",31856,record
15817,1,"waluigi's adventure.ips
",31875,record
15818,4,"waluigi's adventure.ips
",31888,record
15819,14,"waluigi's adventure.ips
",31898,record
15820,4,"waluigi's adventure.ips
",31927,record
15821,4,"waluigi's adventure.ips
",31938,record
15822,1,"waluigi's adventure.ips
",31948,record
15823,6,"waluigi's adventure.ips
",31971,record
15824,10,"waluigi's adventure.ips
",31995,record
15825,4,"waluigi's adventure.ips
",32100,record
15826,18,"waluigi's adventure.ips
",32117,record
15827,1,"waluigi's adventure.ips
",32146,record
15828,1,"waluigi's adventure.ips
",32157,record
15829,1,"waluigi's adventure.ips
",32169,record
15830,10,"waluigi's adventure.ips
",32187,record
15831,3,"waluigi's adventure.ips
",32219,record
15832,13,"waluigi's adventure.ips
",32229,record
15833,1,"waluigi's adventure.ips
",32257,record
15834,1,"waluigi's adventure.ips
",32275,record
15835,1,"waluigi's adventure.ips
",32287,record
15836,1,"waluigi's adventure.ips
",32316,record
15837,16,"waluigi's adventure.ips
",32325,record
15838,4,"waluigi's adventure.ips
",32356,record
15839,18,"waluigi's adventure.ips
",32389,record
15840,13,"waluigi's adventure.ips
",32415,record
15841,27,"waluigi's adventure.ips
",32477,record
15842,1107,"waluigi's adventure.ips
",32784,record
15843,167,"waluigi's adventure.ips
",33897,record
15844,183,"waluigi's adventure.ips
",34072,record
15845,104,"waluigi's adventure.ips
",34264,record
15846,119,"waluigi's adventure.ips
",34385,record
15847,50,"waluigi's adventure.ips
",34510,record
15848,378,"waluigi's adventure.ips
",34568,record
15849,906,"waluigi's adventure.ips
",34953,record
15850,8,"waluigi's adventure.ips
",35872,record
15851,24,"waluigi's adventure.ips
",35888,record
15852,4,"waluigi's adventure.ips
",35924,record
15853,24,"waluigi's adventure.ips
",35936,record
15854,38,"waluigi's adventure.ips
",35968,record
15855,8,"waluigi's adventure.ips
",36016,record
15856,31,"waluigi's adventure.ips
",36032,record
15857,17,"waluigi's adventure.ips
",36063,RLE
15858,264,"waluigi's adventure.ips
",36080,record
15859,150,"waluigi's adventure.ips
",36350,record
15860,1,"waluigi's adventure.ips
",36507,record
15861,203,"waluigi's adventure.ips
",36514,record
15862,88,"waluigi's adventure.ips
",36728,RLE
15863,32,"waluigi's adventure.ips
",36832,record
15864,576,"waluigi's adventure.ips
",36880,record
15865,110,"waluigi's adventure.ips
",37522,record
15866,205,"waluigi's adventure.ips
",37650,record
15867,123,"waluigi's adventure.ips
",37875,record
15868,22,"waluigi's adventure.ips
",38008,record
15869,1,"waluigi's adventure.ips
",38040,record
15870,7,"waluigi's adventure.ips
",38050,record
15871,202,"waluigi's adventure.ips
",38080,record
15872,10,"waluigi's adventure.ips
",38288,record
15873,8,"waluigi's adventure.ips
",38304,record
15874,10,"waluigi's adventure.ips
",38318,record
15875,465,"waluigi's adventure.ips
",38334,record
15876,22,"waluigi's adventure.ips
",38816,record
15877,374,"waluigi's adventure.ips
",38848,record
15878,13,"waluigi's adventure.ips
",39223,RLE
15879,32,"waluigi's adventure.ips
",39236,record
15880,4,"waluigi's adventure.ips
",39280,RLE
15881,4,"waluigi's adventure.ips
",39296,RLE
15882,4,"waluigi's adventure.ips
",39312,RLE
15883,71,"waluigi's adventure.ips
",39331,record
15884,10,"waluigi's adventure.ips
",39409,record
15885,246,"waluigi's adventure.ips
",39425,record
15886,145,"waluigi's adventure.ips
",39679,record
15887,13,"waluigi's adventure.ips
",39843,record
15888,436,"waluigi's adventure.ips
",39872,record
15889,4,"waluigi's adventure.ips
",40320,RLE
15890,84,"waluigi's adventure.ips
",40336,record
15891,52,"waluigi's adventure.ips
",40432,record
15892,4,"waluigi's adventure.ips
",40496,RLE
15893,235,"waluigi's adventure.ips
",40512,record
15894,20,"waluigi's adventure.ips
",40747,RLE
15895,20,"waluigi's adventure.ips
",40770,RLE
15896,4,"waluigi's adventure.ips
",40793,record
15897,14,"waluigi's adventure.ips
",40797,RLE
15898,20,"waluigi's adventure.ips
",40814,RLE
15899,20,"waluigi's adventure.ips
",40837,RLE
15900,22,"waluigi's adventure.ips
",40860,RLE
15901,45,"waluigi's adventure.ips
",40886,record
15902,20,"super wario bros.ips
",1503,record
15903,1,"super wario bros.ips
",1893,record
15904,1,"super wario bros.ips
",1904,record
15905,1,"super wario bros.ips
",1945,record
15906,1,"super wario bros.ips
",1963,record
15907,12,"super wario bros.ips
",1971,record
15908,34,"super wario bros.ips
",1990,record
15909,5,"super wario bros.ips
",3276,record
15910,5,"super wario bros.ips
",3312,record
15911,2,"super wario bros.ips
",3332,record
15912,55,"super wario bros.ips
",3340,record
15913,11,"super wario bros.ips
",3436,record
15914,54,"super wario bros.ips
",3456,record
15915,85,"super wario bros.ips
",3518,record
15916,1,"super wario bros.ips
",4218,record
15917,14,"super wario bros.ips
",4557,RLE
15918,5,"super wario bros.ips
",6405,RLE
15919,96,"super wario bros.ips
",7552,record
15920,70,"super wario bros.ips
",7654,record
15921,32,"super wario bros.ips
",7732,record
15922,75,"super wario bros.ips
",7774,record
15923,243,"super wario bros.ips
",7868,record
15924,71,"super wario bros.ips
",8121,record
15925,174,"super wario bros.ips
",8203,record
15926,76,"super wario bros.ips
",8387,record
15927,37,"super wario bros.ips
",8474,record
15928,29,"super wario bros.ips
",8588,record
15929,76,"super wario bros.ips
",8642,record
15930,98,"super wario bros.ips
",8746,record
15931,100,"super wario bros.ips
",8865,record
15932,88,"super wario bros.ips
",8986,record
15933,119,"super wario bros.ips
",9089,record
15934,92,"super wario bros.ips
",9230,record
15935,195,"super wario bros.ips
",9339,record
15936,209,"super wario bros.ips
",9543,record
15937,102,"super wario bros.ips
",9775,record
15938,90,"super wario bros.ips
",9888,record
15939,57,"super wario bros.ips
",9993,record
15940,116,"super wario bros.ips
",10078,record
15941,90,"super wario bros.ips
",10211,record
15942,54,"super wario bros.ips
",10321,record
15943,95,"super wario bros.ips
",10400,record
15944,86,"super wario bros.ips
",10508,record
15945,105,"super wario bros.ips
",10604,record
15946,136,"super wario bros.ips
",10775,record
15947,227,"super wario bros.ips
",10918,record
15948,76,"super wario bros.ips
",11156,record
15949,42,"super wario bros.ips
",11282,record
15950,131,"super wario bros.ips
",11337,record
15951,10,"super wario bros.ips
",11481,record
15952,153,"super wario bros.ips
",11500,record
15953,6,"super wario bros.ips
",11665,record
15954,5,"super wario bros.ips
",11684,record
15955,116,"super wario bros.ips
",11863,record
15956,1,"super wario bros.ips
",20779,record
15957,18,"super wario bros.ips
",31212,record
15958,19,"super wario bros.ips
",31252,record
15959,1,"super wario bros.ips
",31277,record
15960,9,"super wario bros.ips
",31288,record
15961,12,"super wario bros.ips
",31306,record
15962,23,"super wario bros.ips
",31329,record
15963,1,"super wario bros.ips
",31373,record
15964,1,"super wario bros.ips
",31382,record
15965,1,"super wario bros.ips
",31394,record
15966,1,"super wario bros.ips
",31420,record
15967,4,"super wario bros.ips
",31451,record
15968,2,"super wario bros.ips
",31464,record
15969,1,"super wario bros.ips
",31476,record
15970,8,"super wario bros.ips
",31498,record
15971,1,"super wario bros.ips
",31542,record
15972,11,"super wario bros.ips
",31550,record
15973,10,"super wario bros.ips
",31581,record
15974,6,"super wario bros.ips
",31598,record
15975,1,"super wario bros.ips
",31627,record
15976,2,"super wario bros.ips
",31645,record
15977,1,"super wario bros.ips
",31656,record
15978,5,"super wario bros.ips
",31672,record
15979,9,"super wario bros.ips
",31684,record
15980,31,"super wario bros.ips
",31700,record
15981,13,"super wario bros.ips
",31802,record
15982,6,"super wario bros.ips
",31823,record
15983,5,"super wario bros.ips
",31837,record
15984,1,"super wario bros.ips
",31849,record
15985,8,"super wario bros.ips
",31856,record
15986,1,"super wario bros.ips
",31875,record
15987,4,"super wario bros.ips
",31888,record
15988,14,"super wario bros.ips
",31898,record
15989,4,"super wario bros.ips
",31927,record
15990,4,"super wario bros.ips
",31938,record
15991,1,"super wario bros.ips
",31948,record
15992,6,"super wario bros.ips
",31971,record
15993,10,"super wario bros.ips
",31995,record
15994,4,"super wario bros.ips
",32100,record
15995,18,"super wario bros.ips
",32117,record
15996,1,"super wario bros.ips
",32146,record
15997,1,"super wario bros.ips
",32157,record
15998,1,"super wario bros.ips
",32169,record
15999,10,"super wario bros.ips
",32187,record
16000,3,"super wario bros.ips
",32219,record
16001,13,"super wario bros.ips
",32229,record
16002,1,"super wario bros.ips
",32257,record
16003,1,"super wario bros.ips
",32275,record
16004,1,"super wario bros.ips
",32287,record
16005,1,"super wario bros.ips
",32316,record
16006,16,"super wario bros.ips
",32325,record
16007,4,"super wario bros.ips
",32356,record
16008,18,"super wario bros.ips
",32389,record
16009,13,"super wario bros.ips
",32415,record
16010,27,"super wario bros.ips
",32477,record
16011,1107,"super wario bros.ips
",32784,record
16012,167,"super wario bros.ips
",33897,record
16013,183,"super wario bros.ips
",34072,record
16014,104,"super wario bros.ips
",34264,record
16015,5,"super wario bros.ips
",34385,record
16016,5,"super wario bros.ips
",34402,record
16017,11,"super wario bros.ips
",34416,RLE
16018,519,"super wario bros.ips
",34427,record
16019,574,"super wario bros.ips
",34953,record
16020,49,"super wario bros.ips
",35534,record
16021,3,"super wario bros.ips
",35589,record
16022,129,"super wario bros.ips
",35599,record
16023,9,"super wario bros.ips
",35735,record
16024,313,"super wario bros.ips
",35751,record
16025,14,"super wario bros.ips
",36066,RLE
16026,248,"super wario bros.ips
",36080,record
16027,10,"super wario bros.ips
",36334,record
16028,151,"super wario bros.ips
",36350,record
16029,210,"super wario bros.ips
",36507,record
16030,88,"super wario bros.ips
",36728,RLE
16031,32,"super wario bros.ips
",36832,record
16032,576,"super wario bros.ips
",36880,record
16033,110,"super wario bros.ips
",37522,record
16034,70,"super wario bros.ips
",37650,record
16035,127,"super wario bros.ips
",37728,record
16036,37,"super wario bros.ips
",37875,record
16037,194,"super wario bros.ips
",37920,record
16038,1,"super wario bros.ips
",38121,record
16039,151,"super wario bros.ips
",38131,record
16040,10,"super wario bros.ips
",38288,record
16041,8,"super wario bros.ips
",38304,record
16042,10,"super wario bros.ips
",38318,record
16043,465,"super wario bros.ips
",38334,record
16044,406,"super wario bros.ips
",38816,record
16045,13,"super wario bros.ips
",39223,RLE
16046,166,"super wario bros.ips
",39236,record
16047,10,"super wario bros.ips
",39409,record
16048,247,"super wario bros.ips
",39425,record
16049,18,"super wario bros.ips
",39678,record
16050,2,"super wario bros.ips
",39708,record
16051,234,"super wario bros.ips
",39717,record
16052,167,"super wario bros.ips
",39969,record
16053,751,"super wario bros.ips
",40144,record
16054,75,"super wario bros.ips
",40895,RLE
16055,41,"SMB - Mario In Zebes.ips
",848,record
16056,1,"SMB - Mario In Zebes.ips
",1503,record
16057,7,"SMB - Mario In Zebes.ips
",1514,record
16058,13,"SMB - Mario In Zebes.ips
",1893,record
16059,5,"SMB - Mario In Zebes.ips
",1942,record
16060,5,"SMB - Mario In Zebes.ips
",1963,record
16061,42,"SMB - Mario In Zebes.ips
",1982,record
16062,5,"SMB - Mario In Zebes.ips
",2045,record
16063,1,"SMB - Mario In Zebes.ips
",2531,record
16064,19,"SMB - Mario In Zebes.ips
",3256,record
16065,10,"SMB - Mario In Zebes.ips
",3292,record
16066,1,"SMB - Mario In Zebes.ips
",3312,record
16067,22,"SMB - Mario In Zebes.ips
",3321,record
16068,3,"SMB - Mario In Zebes.ips
",3356,record
16069,3,"SMB - Mario In Zebes.ips
",3368,record
16070,1,"SMB - Mario In Zebes.ips
",3424,record
16071,16,"SMB - Mario In Zebes.ips
",3431,RLE
16072,16,"SMB - Mario In Zebes.ips
",3451,RLE
16073,111,"SMB - Mario In Zebes.ips
",3471,record
16074,15,"SMB - Mario In Zebes.ips
",3588,record
16075,85,"SMB - Mario In Zebes.ips
",7372,record
16076,11,"SMB - Mario In Zebes.ips
",7463,record
16077,124,"SMB - Mario In Zebes.ips
",7485,record
16078,73,"SMB - Mario In Zebes.ips
",7616,record
16079,22,"SMB - Mario In Zebes.ips
",7702,record
16080,1,"SMB - Mario In Zebes.ips
",7733,record
16081,84,"SMB - Mario In Zebes.ips
",7748,record
16082,45,"SMB - Mario In Zebes.ips
",7838,record
16083,206,"SMB - Mario In Zebes.ips
",7895,record
16084,257,"SMB - Mario In Zebes.ips
",8107,record
16085,90,"SMB - Mario In Zebes.ips
",8375,record
16086,51,"SMB - Mario In Zebes.ips
",8472,record
16087,14,"SMB - Mario In Zebes.ips
",8530,record
16088,170,"SMB - Mario In Zebes.ips
",8551,record
16089,44,"SMB - Mario In Zebes.ips
",8738,record
16090,57,"SMB - Mario In Zebes.ips
",8791,record
16091,100,"SMB - Mario In Zebes.ips
",8865,record
16092,94,"SMB - Mario In Zebes.ips
",8980,record
16093,57,"SMB - Mario In Zebes.ips
",9088,record
16094,57,"SMB - Mario In Zebes.ips
",9156,record
16095,10,"SMB - Mario In Zebes.ips
",9228,record
16096,72,"SMB - Mario In Zebes.ips
",9258,record
16097,276,"SMB - Mario In Zebes.ips
",9343,record
16098,439,"SMB - Mario In Zebes.ips
",9626,record
16099,1,"SMB - Mario In Zebes.ips
",10072,record
16100,47,"SMB - Mario In Zebes.ips
",10081,record
16101,2,"SMB - Mario In Zebes.ips
",10136,record
16102,52,"SMB - Mario In Zebes.ips
",10146,record
16103,103,"SMB - Mario In Zebes.ips
",10205,record
16104,108,"SMB - Mario In Zebes.ips
",10315,record
16105,65,"SMB - Mario In Zebes.ips
",10430,record
16106,92,"SMB - Mario In Zebes.ips
",10502,record
16107,108,"SMB - Mario In Zebes.ips
",10603,record
16108,516,"SMB - Mario In Zebes.ips
",10718,record
16109,88,"SMB - Mario In Zebes.ips
",11240,record
16110,157,"SMB - Mario In Zebes.ips
",11336,record
16111,152,"SMB - Mario In Zebes.ips
",11499,record
16112,198,"SMB - Mario In Zebes.ips
",11658,record
16113,113,"SMB - Mario In Zebes.ips
",11863,record
16114,18,"SMB - Mario In Zebes.ips
",11987,record
16115,1,"SMB - Mario In Zebes.ips
",25058,record
16116,1,"SMB - Mario In Zebes.ips
",25073,record
16117,2,"SMB - Mario In Zebes.ips
",25082,record
16118,368,"SMB - Mario In Zebes.ips
",32784,record
16119,16,"SMB - Mario In Zebes.ips
",33152,RLE
16120,96,"SMB - Mario In Zebes.ips
",33168,record
16121,16,"SMB - Mario In Zebes.ips
",33264,RLE
16122,130,"SMB - Mario In Zebes.ips
",33280,record
16123,10,"SMB - Mario In Zebes.ips
",33410,RLE
16124,79,"SMB - Mario In Zebes.ips
",33424,record
16125,107,"SMB - Mario In Zebes.ips
",33512,record
16126,73,"SMB - Mario In Zebes.ips
",33625,record
16127,90,"SMB - Mario In Zebes.ips
",33704,record
16128,8,"SMB - Mario In Zebes.ips
",33800,record
16129,47,"SMB - Mario In Zebes.ips
",33824,record
16130,10,"SMB - Mario In Zebes.ips
",33880,record
16131,5,"SMB - Mario In Zebes.ips
",33896,record
16132,28,"SMB - Mario In Zebes.ips
",33912,record
16133,518,"SMB - Mario In Zebes.ips
",33946,record
16134,13,"SMB - Mario In Zebes.ips
",34483,record
16135,58,"SMB - Mario In Zebes.ips
",34515,record
16136,14,"SMB - Mario In Zebes.ips
",34573,RLE
16137,52,"SMB - Mario In Zebes.ips
",34587,record
16138,80,"SMB - Mario In Zebes.ips
",34656,record
16139,33,"SMB - Mario In Zebes.ips
",34736,RLE
16140,31,"SMB - Mario In Zebes.ips
",34769,record
16141,23,"SMB - Mario In Zebes.ips
",34808,record
16142,14,"SMB - Mario In Zebes.ips
",34831,RLE
16143,35,"SMB - Mario In Zebes.ips
",34845,record
16144,168,"SMB - Mario In Zebes.ips
",34888,record
16145,24,"SMB - Mario In Zebes.ips
",35096,record
16146,24,"SMB - Mario In Zebes.ips
",35128,record
16147,157,"SMB - Mario In Zebes.ips
",35185,record
16148,14,"SMB - Mario In Zebes.ips
",35346,RLE
16149,62,"SMB - Mario In Zebes.ips
",35360,record
16150,18,"SMB - Mario In Zebes.ips
",35422,RLE
16151,146,"SMB - Mario In Zebes.ips
",35442,record
16152,257,"SMB - Mario In Zebes.ips
",35594,record
16153,55,"SMB - Mario In Zebes.ips
",35851,RLE
16154,93,"SMB - Mario In Zebes.ips
",35906,record
16155,19,"SMB - Mario In Zebes.ips
",35999,RLE
16156,45,"SMB - Mario In Zebes.ips
",36018,record
16157,50,"SMB - Mario In Zebes.ips
",36063,RLE
16158,511,"SMB - Mario In Zebes.ips
",36113,record
16159,27,"SMB - Mario In Zebes.ips
",36688,record
16160,95,"SMB - Mario In Zebes.ips
",36721,record
16161,31,"SMB - Mario In Zebes.ips
",36832,record
16162,23,"SMB - Mario In Zebes.ips
",36880,record
16163,40,"SMB - Mario In Zebes.ips
",36911,record
16164,211,"SMB - Mario In Zebes.ips
",36957,record
16165,39,"SMB - Mario In Zebes.ips
",37177,record
16166,113,"SMB - Mario In Zebes.ips
",37231,record
16167,14,"SMB - Mario In Zebes.ips
",37353,record
16168,24,"SMB - Mario In Zebes.ips
",37375,record
16169,51,"SMB - Mario In Zebes.ips
",37405,record
